ANO_PROCEDIMENTO,ID_ARQUIVO,ID_LICITACAO
2023,733984,782461
2023,733985,782461
2023,733986,782461
2023,734038,782473
2023,734101,782495
2023,734120,782496
2023,734185,782503
2023,734186,782503
2023,734198,782420
2023,734199,782420
2023,734200,782420
2023,734201,782420
2023,734203,782420
2023,734204,782420
2023,734205,782420
2023,734232,782513
2023,734258,772176
2023,734260,782520
2023,734262,782521
2023,734285,782523
2023,744346,792414
2023,744389,792423
2023,744390,792422
2023,744445,772025
2023,744552,792458
2023,744598,792465
2023,744630,792474
2023,744669,792490
2023,744674,792492
2023,744694,792498
2023,744706,792500
2023,744707,792500
2023,744733,792507
2023,744740,792509
2023,744772,792522
2023,744779,792524
2023,744789,792525
2023,744784,792526
2023,744809,792531
2023,744828,792442
2023,744829,792442
2023,744862,792539
2023,744863,792539
2023,744865,792539
2023,744866,792539
2023,744867,792539
2023,744868,792539
2023,744902,792549
2023,744909,792549
2023,744911,792489
2023,744913,792550
2023,744950,792556
2023,744954,792559
2023,744969,792508
2023,745026,782313
2023,745073,792582
2023,745075,792583
2023,745097,792581
2023,745164,792608
2023,745165,792608
2023,745175,792616
2023,745246,792625
2023,745256,792626
2023,745284,782420
2023,745330,792639
2023,745336,792640
2023,745340,792641
2023,745350,792642
2023,745396,792656
2023,745400,792657
2023,745401,792657
2023,745402,792657
2023,745403,792657
2023,745408,792658
2023,745409,792658
2023,745410,792658
2023,745411,792658
2023,745436,792667
2023,745439,792668
2023,745477,782287
2023,745585,792690
2023,745586,792690
2023,745587,792690
2023,745588,792690
2023,745595,792693
2023,745596,792693
2023,745597,792693
2023,745598,792693
2023,745599,792693
2023,745600,792693
2023,745601,792693
2023,745602,792693
2023,745603,792693
2023,745604,792693
2023,745606,792693
2023,747659,793165
2023,747685,793179
2023,747696,793181
2023,747697,793181
2023,747761,793178
2023,747778,793195
2023,747812,793203
2023,747814,793204
2023,747816,793205
2023,748006,793228
2023,748009,793230
2023,748012,793231
2023,748013,793231
2023,748014,793231
2023,748015,793231
2023,748024,793220
2023,748042,793237
2023,748078,793247
2023,748102,793254
2023,748158,793265
2023,748247,793128
2023,748251,793129
2023,748252,793130
2023,748264,793288
2023,748268,793289
2023,758467,793165
2023,758581,803317
2023,758634,803325
2023,758643,803326
2023,758689,803334
2023,758701,803342
2023,758714,792919
2023,758731,803349
2023,758734,803351
2023,758739,803357
2023,758742,803358
2023,758744,803359
2023,758827,803368
2023,758937,803375
2023,758969,792880
2023,758988,803392
2023,758990,803393
2023,759019,792722
2023,759088,803406
2023,759097,803407
2023,759107,803407
2023,759115,803407
2023,759135,803407
2023,759158,803407
2023,759164,803407
2023,759168,803410
2023,759171,803407
2023,759181,803407
2023,759187,803407
2023,759194,803407
2023,759253,803423
2023,769279,803367
2023,769437,813328
2023,769469,813336
2023,769515,813345
2023,769526,813351
2023,769563,813359
2023,769604,813368
2023,769628,813318
2023,769636,813377
2023,769645,813378
2023,769652,813375
2023,769653,813375
2023,769694,813376
2023,769695,813376
2023,769698,813376
2023,769700,813376
2023,769701,813376
2023,769833,793246
2023,769847,813400
2023,769864,813404
2023,769910,813417
2023,769944,813426
2023,769955,813428
2023,770022,813437
2023,770029,813437
2023,770036,813419
2023,770100,813462
2023,770129,813467
2023,770164,813476
2023,770172,813478
2023,770183,813486
2023,770238,813420
2023,770273,813461
2023,770280,813512
2023,770292,813417
2023,770297,813502
2023,770359,813503
2023,770377,813504
2023,770430,813528
2023,770432,813529
2023,770465,793128
2023,770466,793128
2023,770562,813545
2023,770675,813560
2023,770678,813560
2023,770679,813560
2023,770680,813560
2023,784399,823966
2023,784458,813719
2023,784463,823971
2023,784539,823980
2023,784559,823982
2023,784591,823989
2023,784597,823991
2023,784598,823991
2023,784599,823991
2023,784600,823989
2023,784601,823989
2023,784618,823996
2023,784619,823996
2023,784696,824008
2023,784797,824031
2023,784798,824031
2023,784799,824031
2023,784800,824031
2023,784802,824031
2023,784803,824031
2023,784804,824031
2023,784805,824031
2023,784828,823996
2023,784829,823996
2023,784875,824048
2023,784892,824055
2023,784934,823990
2023,784987,813375
2023,785007,824082
2023,785031,813428
2023,785169,824107
2023,785170,824107
2023,785172,824108
2023,785227,824113
2023,785237,824116
2023,785287,824121
2023,785288,824121
2023,785289,824121
2023,715776,761001
2023,715781,761002
2023,715783,761002
2023,715799,761008
2023,715803,761009
2023,715919,761040
2023,716167,761108
2023,716262,761119
2023,716404,760991
2023,716405,760991
2023,716408,760991
2023,716409,760991
2023,716523,761143
2023,716524,761143
2023,716525,761143
2023,716526,761143
2023,716527,761143
2023,716528,761143
2023,716529,761143
2023,716530,761143
2023,716551,761151
2023,716553,761152
2023,716566,761157
2023,716569,761158
2023,716570,761158
2023,716571,761158
2023,716572,761158
2023,716597,761166
2023,716606,761168
2023,716672,761185
2023,716673,761185
2023,716681,761192
2023,716682,761192
2023,716683,761192
2023,716684,761192
2023,716759,761217
2023,716799,761225
2023,716808,761199
2023,716811,761227
2023,716827,761233
2023,716828,761233
2023,716829,761233
2023,716830,761233
2023,716834,761234
2023,716856,761241
2023,716889,761117
2023,716997,761274
2023,717002,761275
2023,717047,761283
2023,717166,761299
2023,717172,761301
2023,717197,761309
2023,717198,761309
2023,717214,761316
2023,717225,761324
2023,717240,761317
2023,717254,761334
2023,717256,761335
2023,717380,761352
2023,717381,761352
2023,717382,761352
2023,717383,761352
2023,717397,761353
2023,745608,792693
2023,745609,792693
2023,745610,792693
2023,745611,792693
2023,745612,792693
2023,745613,792693
2023,745614,792693
2023,745615,792693
2023,745616,792693
2023,745617,792693
2023,745618,792693
2023,745619,792693
2023,745620,792693
2023,745621,792693
2023,745622,792693
2023,745623,792693
2023,745624,792693
2023,745625,792693
2023,745637,772103
2023,745641,792701
2023,745881,792748
2023,745883,792748
2023,745918,792756
2023,745931,792759
2023,745935,792760
2023,745987,792741
2023,746041,792791
2023,746081,792799
2023,746142,792816
2023,746143,792816
2023,746144,792816
2023,746145,792816
2023,746151,792816
2023,746168,792823
2023,746169,792823
2023,746170,792823
2023,746190,792824
2023,746245,792498
2023,746265,792832
2023,746301,792500
2023,746304,792500
2023,746325,792840
2023,746348,792849
2023,746349,792849
2023,746350,792849
2023,746352,792850
2023,746400,792858
2023,746428,792868
2023,746451,792876
2023,746474,792868
2023,746477,792891
2023,746482,792893
2023,746504,792539
2023,746505,792539
2023,746506,792539
2023,746615,782436
2023,746665,792925
2023,746688,792934
2023,746691,792935
2023,746698,792940
2023,746701,792941
2023,746703,792942
2023,746719,781995
2023,746727,792848
2023,746728,792848
2023,746729,792848
2023,770721,813566
2023,770723,813566
2023,770724,813566
2023,770740,813567
2023,770796,793007
2023,770813,813581
2023,771014,813355
2023,771103,792492
2023,771141,813614
2023,771142,813614
2023,771143,813614
2023,771144,813614
2023,771275,813633
2023,771303,813640
2023,771307,813639
2023,771308,813639
2023,771309,813639
2023,771404,813658
2023,771469,813672
2023,771510,813682
2023,771558,792891
2023,771566,813698
2023,771595,813664
2023,771621,813706
2023,771629,813706
2023,771637,813706
2023,771643,813706
2023,771648,813706
2023,771654,813706
2023,771659,813706
2023,771664,813706
2023,771669,813706
2023,771731,813717
2023,771747,813717
2023,771756,813717
2023,771764,813717
2023,771772,813717
2023,771777,813717
2023,712649,750358
2023,712865,750384
2023,712943,750391
2023,713100,750416
2023,713155,750440
2023,713198,750452
2023,713226,750460
2023,713229,750460
2023,713274,750468
2023,713315,750476
2023,713319,750407
2023,713352,750485
2023,713430,750501
2023,713461,750499
2023,713514,750516
2023,713541,750518
2023,713566,750518
2023,713582,750524
2023,713624,750543
2023,713701,750557
2023,713709,750560
2023,713748,750558
2023,713801,750593
2023,713866,760544
2023,713895,760546
2023,713908,750474
2023,713993,760579
2023,714014,760585
2023,714036,760594
2023,714037,760594
2023,714038,760594
2023,714039,760594
2023,714040,760594
2023,714041,760594
2023,714064,760602
2023,714076,760603
2023,714100,760610
2023,714145,760619
2023,714175,750474
2023,714201,750407
2023,714340,760661
2023,714341,760661
2023,714345,760661
2023,714346,760661
2023,714365,760670
2023,714374,760627
2023,714386,760678
2023,714389,760679
2023,714512,760693
2023,714545,760660
2023,714614,760720
2023,714616,760720
2023,714622,760721
2023,714623,760722
2023,714632,760727
2023,714715,760746
2023,714716,760746
2023,714717,760746
2023,714718,760746
2023,714720,760746
2023,714721,760746
2023,714722,760746
2023,714723,760746
2023,714797,760737
2023,714824,760770
2023,714869,760777
2023,714874,760779
2023,714889,760787
2023,714890,760787
2023,715007,760737
2023,715069,760845
2023,715100,760847
2023,715191,760863
2023,715192,760863
2023,715194,760863
2023,715195,760863
2023,715196,760863
2023,715197,760863
2023,715198,760863
2023,715199,760863
2023,715200,760863
2023,715201,760863
2023,715202,760863
2023,715203,760863
2023,715204,760863
2023,715205,760863
2023,715206,760863
2023,715207,760863
2023,715208,760863
2023,715209,760863
2023,715211,760864
2023,715241,760877
2023,715243,760878
2023,715266,760881
2023,715267,760881
2023,715294,760722
2023,715303,760895
2023,715307,760896
2023,715348,760904
2023,715357,760903
2023,717482,761376
2023,717487,761377
2023,717495,761368
2023,717498,761367
2023,717507,760831
2023,717529,761383
2023,717533,761385
2023,717535,761386
2023,717546,761385
2023,717783,761433
2023,717799,761441
2023,717878,761452
2023,717908,761218
2023,717914,761461
2023,717922,761460
2023,717949,761468
2023,717954,761469
2023,717983,761483
2023,718084,761502
2023,718195,761542
2023,718214,761385
2023,718333,761577
2023,718334,761577
2023,718335,761577
2023,718336,761577
2023,718344,761543
2023,718378,761586
2023,718386,761343
2023,718414,761592
2023,718494,761600
2023,718529,761617
2023,718540,761620
2023,718725,761661
2023,718726,761662
2023,718810,761675
2023,718815,761678
2023,718945,761703
2023,718946,761703
2023,718959,761709
2023,719027,761718
2023,719223,761751
2023,732962,782076
2023,732968,782184
2023,733043,782208
2023,733061,782216
2023,733089,782223
2023,733090,782223
2023,733091,782223
2023,733106,782224
2023,733178,782242
2023,733216,782252
2023,733297,782268
2023,733322,782273
2023,733403,782293
2023,733481,782318
2023,733512,782216
2023,733546,782341
2023,733562,782344
2023,733563,782344
2023,733564,782344
2023,733565,782344
2023,733566,782344
2023,733567,782344
2023,733578,782350
2023,733615,782365
2023,733638,782377
2023,733670,771864
2023,733704,782391
2023,733730,782400
2023,733871,782432
2023,733888,782433
2023,733931,782343
2023,733933,782449
2023,733936,782450
2023,733947,782451
2023,733973,782460
2023,733974,782460
2023,733975,782460
2023,733976,782460
2023,733977,782460
2023,733978,782460
2023,734041,782474
2023,734090,782491
2023,734092,782491
2023,734096,782493
2023,734099,782494
2023,734219,782509
2023,734257,782519
2023,744303,792401
2023,744433,792428
2023,744492,792438
2023,744518,792443
2023,744523,792444
2023,744531,792445
2023,744532,792445
2023,744548,792455
2023,744575,792461
2023,744576,792461
2023,744577,792461
2023,744578,792461
2023,744581,792462
2023,744588,792463
2023,744656,792486
2023,744660,792487
2023,744750,792513
2023,744755,792511
2023,744796,792527
2023,744806,792530
2023,744979,792495
2023,744989,792495
2023,745006,792561
2023,745033,792572
2023,745132,792602
2023,745134,792603
2023,745149,792604
2023,745315,792635
2023,745323,792637
2023,745360,792646
2023,745393,792655
2023,745422,792662
2023,745432,792663
2023,745441,792669
2023,745444,792671
2023,745532,792677
2023,745537,792687
2023,745630,772099
2023,745643,772089
2023,745697,792710
2023,745925,792722
2023,745927,792745
2023,746035,792789
2023,746058,782474
2023,746076,792797
2023,746086,792803
2023,746088,792804
2023,746089,792804
2023,746090,792804
2023,746091,792804
2023,746096,792804
2023,746099,792805
2023,746100,792805
2023,746101,792805
2023,746122,792695
2023,746154,792819
2023,746155,792819
2023,746156,792819
2023,746158,792819
2023,746163,792821
2023,746231,792746
2023,746255,792831
2023,746258,792830
2023,746271,792495
2023,746290,792836
2023,746336,792838
2023,746339,792838
2023,746340,792838
2023,746375,792645
2023,746376,792853
2023,746412,792864
2023,746425,761709
2023,746432,792869
2023,746436,792871
2023,746437,792852
2023,746464,792880
2023,746470,792886
2023,746472,792889
2023,746598,792913
2023,746599,792913
2023,746671,792928
2023,746679,792806
2023,746696,792939
2023,746724,792947
2023,746725,792947
2023,746769,792954
2023,770681,813560
2023,770682,813560
2023,770683,813560
2023,770684,813560
2023,770685,813560
2023,770686,813560
2023,770746,813570
2023,770747,813570
2023,770777,792864
2023,770798,813577
2023,770935,813593
2023,770961,813594
2023,770962,813594
2023,771115,813611
2023,771116,813611
2023,771117,813611
2023,771119,813611
2023,771123,813613
2023,771260,813629
2023,771267,813612
2023,771268,813612
2023,771272,813634
2023,771280,813637
2023,771299,813610
2023,771357,813652
2023,771360,813653
2023,771410,813659
2023,771452,813663
2023,771531,813693
2023,771586,813661
2023,771608,813668
2023,771798,813721
2023,771826,813728
2023,771829,813729
2023,771863,813735
2023,771879,813737
2023,771924,813744
2023,771995,813711
2023,771996,813713
2023,771998,813720
2023,772101,813777
2023,772237,813794
2023,772238,813794
2023,772239,813794
2023,772271,813805
2023,772456,813802
2023,772504,813827
2023,772526,813830
2023,772532,813827
2023,772574,813777
2023,772575,813777
2023,772576,813777
2023,772614,813844
2023,772667,813853
2023,772681,813854
2023,772686,813855
2023,772687,813855
2023,772707,813860
2023,772778,813868
2023,772891,813880
2023,772924,803351
2023,772926,813886
2023,772929,813887
2023,772942,813893
2023,772947,813837
2023,772968,813903
2023,773158,813919
2023,773162,813920
2023,773184,813927
2023,773193,813919
2023,773197,813894
2023,773247,813944
2023,773248,813944
2023,773249,813944
2023,773262,813735
2023,773288,813947
2023,773298,813952
2023,773365,813960
2023,783484,823821
2023,783579,823830
2023,783584,823832
2023,783611,823838
2023,783614,823839
2023,783664,813802
2023,783699,823855
2023,783733,823863
2023,783736,823865
2023,783737,823865
2023,783738,823865
2023,783739,823865
2023,783740,823865
2023,783838,823882
2023,783955,823899
2023,783959,823899
2023,783964,823899
2023,783966,823899
2023,783976,823904
2023,784006,823905
2023,784062,823913
2023,784063,823913
2023,784114,823923
2023,784163,823929
2023,784213,823939
2023,784220,823837
2023,784280,823955
2023,784285,823957
2023,784293,823958
2023,784386,823964
2023,784387,823964
2023,715367,760906
2023,715532,760937
2023,715534,750499
2023,715543,760939
2023,715567,760822
2023,715582,760944
2023,715607,760956
2023,715618,760963
2023,715620,760964
2023,715678,760981
2023,715692,760827
2023,719586,761824
2023,719616,760964
2023,719678,761839
2023,719691,761841
2023,719734,761849
2023,729857,771808
2023,729859,771809
2023,729860,771809
2023,729863,771810
2023,729961,761607
2023,730037,761848
2023,730081,771869
2023,730095,771851
2023,730110,771877
2023,730111,771877
2023,730112,771877
2023,730116,771816
2023,730119,771817
2023,730154,771818
2023,730157,771819
2023,730160,771883
2023,730164,771885
2023,730175,771886
2023,730242,771901
2023,730243,771902
2023,730377,771908
2023,730390,771926
2023,730394,771927
2023,730426,771935
2023,730427,771935
2023,730472,771941
2023,730475,771934
2023,730476,771934
2023,730477,771934
2023,730478,771934
2023,730479,771934
2023,730482,771934
2023,730483,771934
2023,730484,771934
2023,730485,771934
2023,730486,771934
2023,730487,771934
2023,730488,771934
2023,730489,771934
2023,730522,771952
2023,730578,771967
2023,730604,771842
2023,730620,771978
2023,730660,771978
2023,730661,771978
2023,730662,771978
2023,730663,771978
2023,730664,771978
2023,730665,771978
2023,730666,771978
2023,730667,771978
2023,730668,771978
2023,730669,771978
2023,730670,771978
2023,730671,771978
2023,730672,771978
2023,730673,771978
2023,730674,771978
2023,730675,771978
2023,730676,771978
2023,730677,771978
2023,730678,771978
2023,730679,771978
2023,730680,771978
2023,730681,771978
2023,730682,771978
2023,730683,771978
2023,730684,771978
2023,730685,771978
2023,730686,771978
2023,730687,771978
2023,730688,771978
2023,730689,771978
2023,730690,771978
2023,730691,771978
2023,730692,771978
2023,730693,771978
2023,730694,771978
2023,730695,771978
2023,730696,771978
2023,730697,771978
2023,731095,771991
2023,731123,771999
2023,731124,771999
2023,731126,761665
2023,731127,761665
2023,731128,761665
2023,731129,761665
2023,731135,761758
2023,731174,772011
2023,731175,772011
2023,731202,772025
2023,731248,772034
2023,731249,772034
2023,731250,772034
2023,731295,772041
2023,731296,772041
2023,731297,772041
2023,731390,772053
2023,731392,772052
2023,731406,772016
2023,731456,772070
2023,731491,772083
2023,731504,772084
2023,731528,772091
2023,731530,772092
2023,731534,772093
2023,731568,772100
2023,731590,772103
2023,731628,772058
2023,731637,772043
2023,731671,772117
2023,731702,772127
2023,731713,772128
2023,731719,772075
2023,731723,772076
2023,731730,772078
2023,731746,772136
2023,731763,772143
2023,731818,772152
2023,731917,772176
2023,731983,772185
2023,732015,781945
2023,732085,781960
2023,732163,781971
2023,732186,781955
2023,732193,781955
2023,732264,782004
2023,732296,781994
2023,732298,781995
2023,732300,781996
2023,732302,781997
2023,732361,782027
2023,732362,782027
2023,732363,782027
2023,732364,782027
2023,732365,782027
2023,732366,782027
2023,732367,782027
2023,732368,782027
2023,732369,782027
2023,732370,782027
2023,732371,782027
2023,732372,782027
2023,732378,782029
2023,732381,782029
2023,732523,782054
2023,732542,782063
2023,732546,782064
2023,732605,782080
2023,732626,782087
2023,732705,782105
2023,732717,782112
2023,732721,782113
2023,732722,782113
2023,732723,782113
2023,732724,782113
2023,732725,782113
2023,732726,782113
2023,732744,782120
2023,732747,782121
2023,732764,782127
2023,732779,782138
2023,732780,782138
2023,732781,782138
2023,732796,782144
2023,732799,782145
2023,732809,782146
2023,732815,782147
2023,732937,782170
2023,732955,782179
2023,746787,792916
2023,746828,792965
2023,746843,772176
2023,746878,792982
2023,746887,792984
2023,746912,792967
2023,746944,793001
2023,747078,793019
2023,747098,793024
2023,747137,793033
2023,747142,793035
2023,747154,793043
2023,747209,793067
2023,747210,793067
2023,747215,793068
2023,747240,793075
2023,747259,792549
2023,747263,792549
2023,747264,792549
2023,747265,792549
2023,747349,793093
2023,747373,793099
2023,747380,793101
2023,747407,793108
2023,747461,793118
2023,747463,793116
2023,747480,793125
2023,747487,793124
2023,747575,793158
2023,747582,793161
2023,747673,793176
2023,747677,793177
2023,747679,793175
2023,747705,793185
2023,747733,793186
2023,747788,793199
2023,747799,793176
2023,747871,793210
2023,747896,793216
2023,747897,793216
2023,747911,793218
2023,747930,792885
2023,747997,793226
2023,748070,793243
2023,748073,793244
2023,748074,793244
2023,758483,803304
2023,758574,793284
2023,758616,803319
2023,758653,803329
2023,758657,803328
2023,758685,803335
2023,758694,803338
2023,758727,803347
2023,758747,803360
2023,758752,803362
2023,758755,803361
